LAMMPS data file via write_data, version 11 Aug 2017, timestep = 3320000

9500 atoms
3 atom types

-2.2119853942181322e-01 4.7491198539403221e+01 xlo xhi
2.0177440692827240e+00 4.5252255930699690e+01 ylo yhi
-5.9664440087916404e-01 4.7866644400859670e+01 zlo zhi

Masses

1 1
2 0.676
3 2.505

Pair Coeffs # chik/wolf

1 1120.53 2.89274 26.1321 16800 0.2 0.2
2 1805.54 3.82275 69.1744 6000 0.2 0.2
3 21633 3.2562 0 16800 0.2 0.2

Atoms # charge

7004 2 6.1193480979999997e+00 1.8120902740539302e+00 2.9119613774161381e+00 1.0650515750707032e+00 3 -3 -5
8163 2 6.1193480979999997e+00 3.0734170785657469e+00 4.9060243080915464e+00 1.8077277712041395e+00 4 -3 -4
3127 1 -4.3711600549999998e+00 2.6905168480403789e+00 3.6251856020303745e+00 1.9403220102297620e+00 3 -1 -3
1557 1 -4.3711600549999998e+00 4.3570007153958512e+00 5.2752635511176997e+00 1.3986890222889228e+00 3 -1 -3
2254 1 -4.3711600549999998e+00 4.6799350627207605e+00 2.7026331563051205e+00 3.0960873246941825e+00 4 -1 -3
1678 1 -4.3711600549999998e+00 2.2145922930718402e+00 5.9896771691639215e+00 2.0743783921797307e+00 3 -1 -3
5983 2 6.1193480979999997e+00 3.2434184658522462e+00 2.8069049677175437e+00 3.2725313724724181e+00 3 -1 -4
1209 1 -4.3711600549999998e+00 1.5355503281067178e+00 4.4562928915031055e+00 -4.2141292442583722e-01 3 -2 -3
5118 1 -4.3711600549999998e+00 2.9249322760053342e+00 3.5143989973125409e+00 4.3778721617357323e+00 4 -1 -2
513 1 -4.3711600549999998e+00 4.7843282412836818e-01 3.0235519331623966e+00 1.4137700585292308e+00 2 -3 -3
8734 3 5.6833360080000004e+00 1.7906885789349669e-01 5.3601208399418514e+00 1.4185993170976450e+00 3 -3 -3
5914 2 6.1193480979999997e+00 2.8212676986509679e+00 6.7766892710381219e+00 5.3905095412590942e+00 3 -1 -2
6006 2 6.1193480979999997e+00 3.2259183918367067e+00 4.2890077467259964e+00 5.4273677468692068e+00 3 0 -2
9285 3 5.6833360080000004e+00 4.0410334071139111e+00 7.3862582468447409e+00 2.4838029049243500e+00 5 -2 -2
2421 1 -4.3711600549999998e+00 3.5137457680487905e+00 5.6246760374828764e+00 5.3356171857430619e+00 3 -2 -3
1406 1 -4.3711600549999998e+00 7.9632481220786389e-01 6.6913122742441544e+00 -5.6487828387379091e-01 3 -1 -3
6442 2 6.1193480979999997e+00 5.3466251141732908e+00 5.7752226083424336e+00 4.8298113892923689e-01 4 -1 -1
4206 1 -4.3711600549999998e+00 5.8267983565798334e+00 2.7979487869279631e+00 3.7563247663046717e-01 3 -2 -3
6470 2 6.1193480979999997e+00 5.9695129061620520e+00 3.0493805025372733e+00 3.5517043840263591e+00 3 -2 -3
5808 2 6.1193480979999997e+00 6.3589942553544496e+00 3.7242504214715715e+00 1.1923296042560969e+00 3 -3 -3
